Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/home page/Contact Us,Chrome 71.0.3578.98,,2019-01-03 12:59:21,2019-01-03 13:00:13,52.460s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 12:59:21,2019-01-03 12:59:24,3.149s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 12:59:24,2019-01-03 13:00:04,40.022s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:00:04,2019-01-03 13:00:05,1.172s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:00:05,2019-01-03 13:00:08,3.005s,PASSED
"click(findTestObject(""Object Repository/Contact Us/Page_Chiragh/a_CONTACT US""))",Chrome 71.0.3578.98,,2019-01-03 13:00:08,2019-01-03 13:00:08,0.177s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:00:08,2019-01-03 13:00:11,3.004s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Contact Us/Page_Chiragh/div_Headquarter""), 3)",Chrome 71.0.3578.98,,2019-01-03 13:00:11,2019-01-03 13:00:12,0.633s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:00:12,2019-01-03 13:00:13,0.902s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:00:13,2019-01-03 13:00:13,0.007s,PASSED
,,,,,,
Test Cases/home page/first learn more,Chrome 71.0.3578.98,,2019-01-03 13:00:13,2019-01-03 13:00:30,17.295s,FAILED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:00:13,2019-01-03 13:00:16,2.356s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:00:16,2019-01-03 13:00:29,13.612s,PASSED
"click(findTestObject(""Object Repository/first learn more/Page_Chiragh/button_LEARN MORE""))",Chrome 71.0.3578.98,,2019-01-03 13:00:29,2019-01-03 13:00:29,0.138s,PASSED
acceptAlert(),Chrome 71.0.3578.98,,2019-01-03 13:00:29,2019-01-03 13:00:30,0.913s,FAILED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:00:30,2019-01-03 13:00:30,0.001s,PASSED
,,,,,,
Test Cases/home page/load more,Chrome 71.0.3578.98,,2019-01-03 13:00:30,2019-01-03 13:00:59,28.961s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:00:31,2019-01-03 13:00:34,3.134s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:00:34,2019-01-03 13:00:47,12.923s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:00:47,2019-01-03 13:00:48,1.144s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-03 13:00:48,2019-01-03 13:00:53,5.003s,PASSED
"verifyElementPresent(findTestObject(""load more/Page_Chiragh/div_property id 51556""), 7)",Chrome 71.0.3578.98,,2019-01-03 13:00:53,2019-01-03 13:00:53,0.076s,PASSED
"attribute2 = getText(findTestObject(""load more/Page_Chiragh/div_property id 51556""))",Chrome 71.0.3578.98,,2019-01-03 13:00:53,2019-01-03 13:00:53,0.108s,PASSED
"click(findTestObject(""Object Repository/test/Page_Chiragh/button_LOAD MORE""))",Chrome 71.0.3578.98,,2019-01-03 13:00:53,2019-01-03 13:00:53,0.193s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-03 13:00:53,2019-01-03 13:00:58,5.004s,PASSED
"verifyElementPresent(findTestObject(""load more/Page_Chiragh/div_property id 51464""), 7)",Chrome 71.0.3578.98,,2019-01-03 13:00:58,2019-01-03 13:00:58,0.086s,PASSED
"attribute1 = getText(findTestObject(""load more/Page_Chiragh/div_property id 51464""))",Chrome 71.0.3578.98,,2019-01-03 13:00:58,2019-01-03 13:00:58,0.125s,PASSED
"verifyNotMatch(""attribute2"", ""attribute1"", false)",Chrome 71.0.3578.98,,2019-01-03 13:00:58,2019-01-03 13:00:58,0.016s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:00:58,2019-01-03 13:00:59,0.803s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:00:59,2019-01-03 13:00:59,0.006s,PASSED
,,,,,,
Test Cases/home page/second learn more,Chrome 71.0.3578.98,,2019-01-03 13:00:59,2019-01-03 13:01:19,19.660s,FAILED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:01:00,2019-01-03 13:01:02,2.365s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:01:02,2019-01-03 13:01:17,14.510s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:01:17,2019-01-03 13:01:18,1.154s,PASSED
"click(findTestObject(""Object Repository/second learn more/Page_Chiragh/button_LEARN MORE""))",Chrome 71.0.3578.98,,2019-01-03 13:01:18,2019-01-03 13:01:18,0.266s,PASSED
acceptAlert(),Chrome 71.0.3578.98,,2019-01-03 13:01:18,2019-01-03 13:01:19,1.017s,FAILED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:01:19,2019-01-03 13:01:19,0.002s,PASSED
,,,,,,
Test Cases/home page/start now button,Chrome 71.0.3578.98,,2019-01-03 13:01:19,2019-01-03 13:01:41,21.619s,FAILED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:01:19,2019-01-03 13:01:23,3.278s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:01:23,2019-01-03 13:01:36,13.731s,PASSED
"click(findTestObject(""Object Repository/start now button/Page_Chiragh/button_START NOW""))",Chrome 71.0.3578.98,,2019-01-03 13:01:36,2019-01-03 13:01:37,0.194s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-03 13:01:37,2019-01-03 13:01:37,0.075s,PASSED
"if (verifyElementPresent(findTestObject(""sell/Page_Chiragh/Page_Chiragh/form_Sign In""), 3) == true)",Chrome 71.0.3578.98,,2019-01-03 13:01:37,2019-01-03 13:01:41,3.895s,FAILED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:01:41,2019-01-03 13:01:41,0.001s,PASSED
,,,,,,
Test Cases/home page/view property by name,Chrome 71.0.3578.98,,2019-01-03 13:01:41,2019-01-03 13:02:00,19.379s,ERROR
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:01:41,2019-01-03 13:01:44,3.212s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:01:44,2019-01-03 13:01:56,11.525s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:01:56,2019-01-03 13:01:57,1.174s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:01:57,2019-01-03 13:02:00,3.004s,PASSED
"if (getExecutionProfile() == ""default"")",Chrome 71.0.3578.98,,2019-01-03 13:02:00,2019-01-03 13:02:00,0.063s,ERROR
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:02:00,2019-01-03 13:02:00,0.000s,PASSED
,,,,,,
Test Cases/home page/view property,Chrome 71.0.3578.98,,2019-01-03 13:02:00,2019-01-03 13:02:24,23.649s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:02:00,2019-01-03 13:02:04,3.322s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:02:04,2019-01-03 13:02:15,11.608s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:02:15,2019-01-03 13:02:16,1.176s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:02:16,2019-01-03 13:02:19,3.003s,PASSED
"click(findTestObject(""Object Repository/view property/Page_Chiragh/img (1)""))",Chrome 71.0.3578.98,,2019-01-03 13:02:19,2019-01-03 13:02:20,0.204s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:02:20,2019-01-03 13:02:23,3.005s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/view property/Page_Chiragh/div_Exit VR (1)""), 3)",Chrome 71.0.3578.98,,2019-01-03 13:02:23,2019-01-03 13:02:23,0.084s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:02:23,2019-01-03 13:02:24,0.878s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:02:24,2019-01-03 13:02:24,0.003s,PASSED
,,,,,,
Test Cases/header/about us,Chrome 71.0.3578.98,,2019-01-03 13:02:24,2019-01-03 13:02:50,26.185s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:02:24,2019-01-03 13:02:26,2.380s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:02:26,2019-01-03 13:02:42,15.264s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:02:42,2019-01-03 13:02:43,1.168s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:02:43,2019-01-03 13:02:46,3.005s,PASSED
"click(findTestObject(""Object Repository/about us/Page_Chiragh/a_About Us(current)""))",Chrome 71.0.3578.98,,2019-01-03 13:02:46,2019-01-03 13:02:46,0.140s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:02:46,2019-01-03 13:02:49,3.003s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/about us/Page_Chiragh/div_MISSION STATEMENT""), 5)",Chrome 71.0.3578.98,,2019-01-03 13:02:49,2019-01-03 13:02:49,0.064s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:02:49,2019-01-03 13:02:50,0.889s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:02:50,2019-01-03 13:02:50,0.003s,PASSED
,,,,,,
Test Cases/header/Buy,Chrome 71.0.3578.98,,2019-01-03 13:02:50,2019-01-03 13:03:15,25.588s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:02:50,2019-01-03 13:02:53,2.516s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:02:53,2019-01-03 13:03:07,14.581s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:03:07,2019-01-03 13:03:08,1.162s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:03:08,2019-01-03 13:03:11,3.005s,PASSED
"click(findTestObject(""buy/Page_Chiragh/a_Buy""))",Chrome 71.0.3578.98,,2019-01-03 13:03:11,2019-01-03 13:03:12,0.167s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:03:12,2019-01-03 13:03:15,3.003s,PASSED
"verifyElementPresent(findTestObject(""buy/new/Page_Chiragh/div_Current Auctions        Ac""), 5)",Chrome 71.0.3578.98,,2019-01-03 13:03:15,2019-01-03 13:03:15,0.058s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:03:15,2019-01-03 13:03:15,0.863s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:03:15,2019-01-03 13:03:15,0.007s,PASSED
,,,,,,
Test Cases/header/FAQS,Chrome 71.0.3578.98,,2019-01-03 13:03:15,2019-01-03 13:03:39,23.218s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:03:16,2019-01-03 13:03:18,2.377s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:03:18,2019-01-03 13:03:30,12.337s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:03:30,2019-01-03 13:03:32,1.157s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:03:32,2019-01-03 13:03:35,3.003s,PASSED
"click(findTestObject(""Object Repository/FAQS/Page_Chiragh/a_FAQs""))",Chrome 71.0.3578.98,,2019-01-03 13:03:35,2019-01-03 13:03:35,0.132s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:03:35,2019-01-03 13:03:38,3.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/FAQS/Page_Chiragh/div_Frequently Asked Questions""), 3)",Chrome 71.0.3578.98,,2019-01-03 13:03:38,2019-01-03 13:03:38,0.063s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:03:38,2019-01-03 13:03:39,0.839s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:03:39,2019-01-03 13:03:39,0.003s,PASSED
,,,,,,
Test Cases/header/How it Works,Chrome 71.0.3578.98,,2019-01-03 13:03:39,2019-01-03 13:04:02,23.285s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:03:39,2019-01-03 13:03:41,2.271s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:03:41,2019-01-03 13:03:54,12.516s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:03:54,2019-01-03 13:03:55,1.147s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:03:55,2019-01-03 13:03:58,3.003s,PASSED
"click(findTestObject(""Object Repository/How it Works/Page_Chiragh/a_How it Works""))",Chrome 71.0.3578.98,,2019-01-03 13:03:58,2019-01-03 13:03:58,0.128s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:03:58,2019-01-03 13:04:01,3.004s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/How it Works/Page_Chiragh/div_Seller  Buyer Process""), 5)",Chrome 71.0.3578.98,,2019-01-03 13:04:01,2019-01-03 13:04:01,0.056s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:04:01,2019-01-03 13:04:02,0.875s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:04:02,2019-01-03 13:04:02,0.005s,PASSED
,,,,,,
Test Cases/header/repurchase,Chrome 71.0.3578.98,,2019-01-03 13:04:02,2019-01-03 13:04:25,22.689s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:04:02,2019-01-03 13:04:05,2.343s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:04:05,2019-01-03 13:04:16,11.923s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:04:16,2019-01-03 13:04:18,1.129s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:04:18,2019-01-03 13:04:21,3.003s,PASSED
"click(findTestObject(""Object Repository/repurchase/Page_Chiragh/a_Repurchase""))",Chrome 71.0.3578.98,,2019-01-03 13:04:21,2019-01-03 13:04:21,0.128s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:04:21,2019-01-03 13:04:24,3.003s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/repurchase/Page_Chiragh/div_BUY BACK OR REPURCHASE AGR""), 5)",Chrome 71.0.3578.98,,2019-01-03 13:04:24,2019-01-03 13:04:24,0.063s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:04:24,2019-01-03 13:04:25,0.854s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:04:25,2019-01-03 13:04:25,0.005s,PASSED
,,,,,,
Test Cases/header/resources,Chrome 71.0.3578.98,,2019-01-03 13:04:25,2019-01-03 13:04:51,26.022s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:04:25,2019-01-03 13:04:27,2.340s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:04:27,2019-01-03 13:04:42,15.145s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:04:42,2019-01-03 13:04:44,1.184s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:04:44,2019-01-03 13:04:47,3.003s,PASSED
"click(findTestObject(""Object Repository/RESOURCES/Page_Chiragh/a_Resources""))",Chrome 71.0.3578.98,,2019-01-03 13:04:47,2019-01-03 13:04:47,0.131s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:04:47,2019-01-03 13:04:50,3.001s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/RESOURCES/Page_Chiragh/div_Resources""), 3)",Chrome 71.0.3578.98,,2019-01-03 13:04:50,2019-01-03 13:04:50,0.102s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:04:50,2019-01-03 13:04:51,0.834s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:04:51,2019-01-03 13:04:51,0.005s,PASSED
,,,,,,
Test Cases/header/Sell,Chrome 71.0.3578.98,,2019-01-03 13:04:51,2019-01-03 13:05:19,28.454s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:04:51,2019-01-03 13:04:53,2.447s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:04:53,2019-01-03 13:05:07,13.747s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:05:07,2019-01-03 13:05:08,1.157s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:05:08,2019-01-03 13:05:11,3.003s,PASSED
"click(findTestObject(""Object Repository/sell/Page_Chiragh/Page_Chiragh/a_Sell""))",Chrome 71.0.3578.98,,2019-01-03 13:05:11,2019-01-03 13:05:11,0.133s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:05:11,2019-01-03 13:05:14,3.000s,PASSED
"if (verifyElementPresent(findTestObject(""sell/Page_Chiragh/Page_Chiragh/form_Sign In""), 3) == true)",Chrome 71.0.3578.98,,2019-01-03 13:05:14,2019-01-03 13:05:18,3.849s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:05:18,2019-01-03 13:05:19,0.828s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:05:19,2019-01-03 13:05:19,0.004s,PASSED
,,,,,,
Test Cases/footer/Buy a property,Chrome 71.0.3578.98,,2019-01-03 13:05:19,2019-01-03 13:05:48,29.324s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:05:19,2019-01-03 13:05:22,2.305s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:05:22,2019-01-03 13:05:36,14.549s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:05:36,2019-01-03 13:05:37,1.178s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-03 13:05:37,2019-01-03 13:05:42,5.001s,PASSED
"click(findTestObject(""Object Repository/Buy a property/Page_Chiragh/a_-Buy a property""))",Chrome 71.0.3578.98,,2019-01-03 13:05:42,2019-01-03 13:05:43,0.141s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-03 13:05:43,2019-01-03 13:05:48,5.003s,PASSED
"verifyElementPresent(findTestObject(""Buy a property/new/Page_Chiragh/div_Current Auctions        Ac""), 3)",Chrome 71.0.3578.98,,2019-01-03 13:05:48,2019-01-03 13:05:48,0.048s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:05:48,2019-01-03 13:05:48,0.815s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:05:48,2019-01-03 13:05:48,0.004s,PASSED
,,,,,,
Test Cases/footer/contact us-footer,Chrome 71.0.3578.98,,2019-01-03 13:05:48,2019-01-03 13:06:14,25.715s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:05:49,2019-01-03 13:05:51,2.566s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:05:51,2019-01-03 13:06:04,12.938s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:06:04,2019-01-03 13:06:05,1.140s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:06:05,2019-01-03 13:06:08,3.002s,PASSED
"click(findTestObject(""Object Repository/Contact Us-footer/Page_Chiragh/a_-Contact Us""))",Chrome 71.0.3578.98,,2019-01-03 13:06:08,2019-01-03 13:06:09,0.149s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:06:09,2019-01-03 13:06:12,3.001s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Contact Us-footer/Page_Chiragh/div_Headquarter""), 3)",Chrome 71.0.3578.98,,2019-01-03 13:06:12,2019-01-03 13:06:13,1.784s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 13:06:13,2019-01-03 13:06:14,0.877s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:06:14,2019-01-03 13:06:14,0.005s,PASSED
,,,,,,
Test Cases/footer/contact-social links,Chrome 71.0.3578.98,,2019-01-03 13:06:14,2019-01-03 13:06:14,0.273s,FAILED
acceptAlert(),Chrome 71.0.3578.98,,2019-01-03 13:06:14,2019-01-03 13:06:14,0.004s,FAILED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2019-01-03 13:06:14,2019-01-03 13:06:14,0.001s,PASSED
,,,,,,
Test Cases/footer/Disclaimer-footer,Chrome 71.0.3578.98,,2019-01-03 13:06:14,2019-01-03 13:06:42,27.025s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-03 13:06:15,2019-01-03 13:06:17,2.287s,PASSED
navigateToUrl(Url),Chrome 71.0.3578.98,,2019-01-03 13:06:17,2019-01-03 13:06:33,16.270s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-03 13:06:33,2019-01-03 13:06:34,1.179s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-03 13:06:34,2019-01-03 13:06:37,3.004s,PASSED
